,names,means,spread
condition0,Original,0.8103448,0.06246725
condition1,OriginalInter,0.7936508,0.07024069
condition2,Side,0.7619048,0.06865912
condition3,SideInter,0.7714286,0.0837235
condition4,Slideshow,0.787037,0.08293713
condition5,SlideshowInter,0.7479675,0.09345923
