,names,means,spread
condition0,Original,3.576271,0.2378771
condition1,OriginalInter,3.522727,0.2425584
condition2,Side,3.25,0.3933515
condition3,SideInter,3.314286,0.3387278
condition4,Slideshow,3.315789,0.2872993
condition5,SlideshowInter,3.214286,0.2797102
