,names,means,spread
condition0,Original,0.8275862,0.09806257
condition1,OriginalInter,0.6904762,0.1415069
condition2,Side,0.7142857,0.1518485
condition3,SideInter,0.8285714,0.1266821
condition4,Slideshow,0.8055556,0.1311172
condition5,SlideshowInter,0.7317073,0.1373065
