,names,means,spread
condition0,Original,1.966102,0.2063536
condition1,OriginalInter,1.772727,0.2285517
condition2,Side,1.666667,0.2705007
condition3,SideInter,1.628571,0.2284803
condition4,Slideshow,1.947368,0.3383258
condition5,SlideshowInter,1.928571,0.2864647
