,names,means,spread
condition0,Original,3.20339,0.2211305
condition1,OriginalInter,3,0.3056092
condition2,Side,3.111111,0.3559405
condition3,SideInter,3.228571,0.3015637
condition4,Slideshow,3.447368,0.3598492
condition5,SlideshowInter,3.261905,0.2504562
