,names,means,spread
condition0,Original,0.89830508,0.07778496
condition1,OriginalInter,0.9318182,0.07533794
condition2,Side,0.83333333,0.12346613
condition3,SideInter,0.8,0.13445242
condition4,Slideshow,0.92105263,0.0868877
condition5,SlideshowInter,0.7142857,0.1382796
