,names,means,spread
condition0,Original,4.135593,0.2343313
condition1,OriginalInter,4.113636,0.2402646
condition2,Side,3.555556,0.3780923
condition3,SideInter,3.657143,0.3403576
condition4,Slideshow,3.710526,0.2756774
condition5,SlideshowInter,3.404762,0.3343743
