,names,means,spread
condition0,Original,3.389831,0.2119932
condition1,OriginalInter,3.431818,0.3211441
condition2,Side,3.333333,0.3662597
condition3,SideInter,3.057143,0.3000306
condition4,Slideshow,3.315789,0.2872993
condition5,SlideshowInter,3.166667,0.3127042
