,names,means,spread
condition0,Original,0.06779661,0.06469838
condition1,OriginalInter,0.1136364,0.09485899
condition2,Side,0.08333333,0.09156493
condition3,SideInter,0.08571429,0.09409709
condition4,Slideshow,0.07894737,0.0868877
condition5,SlideshowInter,0.0952381,0.08985219
