,names,means,spread
condition0,Original,2.847458,0.2055221
condition1,OriginalInter,2.568182,0.2657962
condition2,Side,2.916667,0.285578
condition3,SideInter,2.857143,0.3326835
condition4,Slideshow,2.842105,0.3181742
condition5,SlideshowInter,2.97619,0.2948704
