,names,means,spread
condition0,Original,3.220339,0.2122623
condition1,OriginalInter,2.863636,0.2820524
condition2,Side,3.166667,0.2648053
condition3,SideInter,3.314286,0.3290597
condition4,Slideshow,2.973684,0.3426547
condition5,SlideshowInter,3.142857,0.3311019
