,names,means,spread
condition0,Original,2.389831,0.2508035
condition1,OriginalInter,2.045455,0.262389
condition2,Side,2.416667,0.3347276
condition3,SideInter,2.257143,0.3964381
condition4,Slideshow,2.289474,0.3834514
condition5,SlideshowInter,2.333333,0.3109156
