,names,means,spread
condition0,Original,2.932203,0.2265703
condition1,OriginalInter,3.5,0.2588478
condition2,Side,2.861111,0.313835
condition3,SideInter,3.114286,0.3834288
condition4,Slideshow,3.078947,0.3724172
condition5,SlideshowInter,3.190476,0.1917167
