,names,means,spread
condition0,Original,2.779661,0.2805933
condition1,OriginalInter,2.886364,0.3384929
condition2,Side,2.833333,0.2648053
condition3,SideInter,2.885714,0.3481275
condition4,Slideshow,2.763158,0.3422348
condition5,SlideshowInter,2.952381,0.2667837
