,names,means,spread
condition0,Original,3.423729,0.2771135
condition1,OriginalInter,3.75,0.2637047
condition2,Side,3.527778,0.3357381
condition3,SideInter,3.714286,0.2960073
condition4,Slideshow,3.289474,0.3538042
condition5,SlideshowInter,3.666667,0.2885891
