,names,means,spread
condition0,Original,3.508475,0.2935184
condition1,OriginalInter,3.886364,0.2402646
condition2,Side,3.583333,0.3159865
condition3,SideInter,3.771429,0.3510297
condition4,Slideshow,3.789474,0.3061981
condition5,SlideshowInter,3.714286,0.2856291
