,names,means,spread
condition0,Original,3.762712,0.2652562
condition1,OriginalInter,4,0.2627405
condition2,Side,3.5,0.3358642
condition3,SideInter,3.685714,0.3834288
condition4,Slideshow,3.763158,0.3086538
condition5,SlideshowInter,3.785714,0.3026923
