,names,means,spread
condition0,Original,2.542373,0.3045888
condition1,OriginalInter,2.522727,0.2587587
condition2,Side,2.861111,0.3234037
condition3,SideInter,2.914286,0.4354639
condition4,Slideshow,2.289474,0.3538042
condition5,SlideshowInter,2.571429,0.3349298
