,names,means,spread
condition0,Original,3.169492,0.3002476
condition1,OriginalInter,3.090909,0.3537578
condition2,Side,3.194444,0.31058
condition3,SideInter,3.114286,0.3749152
condition4,Slideshow,3.026316,0.3426547
condition5,SlideshowInter,3.309524,0.3167545
