,names,means,spread
condition0,Original,3.20339,0.29507
condition1,OriginalInter,3.681818,0.2760999
condition2,Side,3.388889,0.3338409
condition3,SideInter,3.942857,0.3497135
condition4,Slideshow,3.657895,0.3160201
condition5,SlideshowInter,3.690476,0.2948704
