,names,means,spread
condition0,Original,3.559322,0.2381968
condition1,OriginalInter,3.636364,0.285629
condition2,Side,3.166667,0.3448221
condition3,SideInter,3.285714,0.406319
condition4,Slideshow,3.578947,0.351664
condition5,SlideshowInter,3.47619,0.3004909
