,names,means,spread
condition0,Original,2.186441,0.2615724
condition1,OriginalInter,2.045455,0.2464275
condition2,Side,2.166667,0.3074282
condition3,SideInter,2.342857,0.401294
condition4,Slideshow,2.157895,0.3734775
condition5,SlideshowInter,2.142857,0.3311019
